Email
Business Name
Business ID
Sent Count
Status
Sent At
"danbel61@hotmail.com","ABC PLUMBING & HEATING","registry-1","1","sent","Thu Sep 25 2025 20:18:27 GMT-0700 (Pacific Daylight Time)"
"melita.allwest@hotmail.com","E.WAYNE WEBBER","registry-2","2","sent","Thu Sep 25 2025 20:18:20 GMT-0700 (Pacific Daylight Time)"
"margaretea.mertin@scotiabank.com","BANK OF NOVA SCOTIA","registry-3","1","sent","Thu Sep 25 2025 20:18:19 GMT-0700 (Pacific Daylight Time)"
"npotulicki@westlandinsurance.ca","WESTLAND INSURANCE GROUP LTD.","registry-4","1","sent","Thu Sep 25 2025 20:18:19 GMT-0700 (Pacific Daylight Time)"
"joe.doxtator2@orica.com","ORICA CANADA INC.","registry-5","1","sent","Thu Sep 25 2025 20:18:19 GMT-0700 (Pacific Daylight Time)"
"sophiafan918@gmail.com","DON DIEGO'S RESTAURANT","registry-6","1","sent","Thu Sep 25 2025 20:18:19 GMT-0700 (Pacific Daylight Time)"
"mary@child.ca","HEMAC INVESTMENTS LTD.","registry-7","1","sent","Thu Sep 25 2025 20:18:20 GMT-0700 (Pacific Daylight Time)"
"hrblockterrace@telus.net","H & R BLOCK","registry-8","1","sent","Thu Sep 25 2025 20:18:20 GMT-0700 (Pacific Daylight Time)"
"accounting@westpointrentals.ca","WEST POINT RENTALS LTD.","registry-10","1","sent","Thu Sep 25 2025 20:18:20 GMT-0700 (Pacific Daylight Time)"
"info@expressnewsconvenience.com","REST INN","registry-12","3","sent","Thu Sep 25 2025 20:18:20 GMT-0700 (Pacific Daylight Time)"
"iain.acton@bmo.com","BANK OF MONTREAL","registry-13","1","sent","Thu Sep 25 2025 20:18:21 GMT-0700 (Pacific Daylight Time)"
"csmoley@telus.net","BEUTLE MASONRY LTD.","registry-14","2","sent","Thu Sep 25 2025 20:18:21 GMT-0700 (Pacific Daylight Time)"
"steven_creelman@kaltire.com","KAL TIRE - TERRACE (677)","registry-15","1","sent","Thu Sep 25 2025 20:18:21 GMT-0700 (Pacific Daylight Time)"
"terracebavarian@gmail.com","BAVARIAN INN (TERRACE) LTD.","registry-16","2","sent","Thu Sep 25 2025 20:18:21 GMT-0700 (Pacific Daylight Time)"
"hotdesign@timecleaners.com","TIME CLEANERS LTD. SPOTLESS LAUNDRY MAT","registry-17","2","sent","Thu Sep 25 2025 20:18:21 GMT-0700 (Pacific Daylight Time)"
"admin@convoy-supply.com","CONVOY SUPPLY","registry-18","1","sent","Thu Sep 25 2025 20:18:21 GMT-0700 (Pacific Daylight Time)"
"anita@coppersidefoods.com","COPPERSIDE II","registry-19","6","sent","Thu Sep 25 2025 20:18:21 GMT-0700 (Pacific Daylight Time)"
"carolyn@bensonoptical.ca","BENSON OPTICAL LABORATORY LTD.","registry-20","2","sent","Thu Sep 25 2025 20:18:22 GMT-0700 (Pacific Daylight Time)"
"dynam10@telus.net","DYNAMIC HEALTH SERVICE","registry-21","1","sent","Thu Sep 25 2025 20:18:22 GMT-0700 (Pacific Daylight Time)"
"cochadwick@emcoltd.com","EMCO CORPORATION","registry-22","1","sent","Thu Sep 25 2025 20:18:22 GMT-0700 (Pacific Daylight Time)"
"chris.gair@finning.com","FINNING CANADA LTD.","registry-23","1","sent","Thu Sep 25 2025 20:18:22 GMT-0700 (Pacific Daylight Time)"
"daysinnliquor@gmail.com","DAYS INN TERRACE PATEL & DESAI ENTERPRISES LTD.","registry-24","2","sent","Thu Sep 25 2025 20:18:22 GMT-0700 (Pacific Daylight Time)"
"barbyyawrenko@telus.net","CHANGES A TOUCH OF VIENNA","registry-25","1","sent","Thu Sep 25 2025 20:18:22 GMT-0700 (Pacific Daylight Time)"
"info@kalumkabs.org","KALUM KABS LTD.","registry-26","1","sent","Thu Sep 25 2025 20:18:23 GMT-0700 (Pacific Daylight Time)"
"peter-gill@hotmail.com","KALUM MOTEL","registry-27","5","sent","Thu Sep 25 2025 20:18:23 GMT-0700 (Pacific Daylight Time)"
"sf4946-adm@sobeys.com","CANADA SAFEWAY #126","registry-29","2","sent","Thu Sep 25 2025 20:18:23 GMT-0700 (Pacific Daylight Time)"
"cibc.leaseadmin@bgis.com","CIBC c/o BGIS - LEASE ADMIN","registry-30","1","sent","Thu Sep 25 2025 20:18:23 GMT-0700 (Pacific Daylight Time)"
